input_image,gt_image,TP,TN,FP,FN,recall,specificity,FPR,FNR,PWC,precision,f_measure
dataset\turnpike_0_5fps\input\in001138.jpg,dataset\turnpike_0_5fps\groundtruth\gt001138.png,598,63277,4465,3340,0.15185373285931944,0.9340881580112781,0.06591184198872191,0.8481462671406805,10.888671875,0.11811179142800711,0.1328741250972114
dataset\turnpike_0_5fps\input\in001139.jpg,dataset\turnpike_0_5fps\groundtruth\gt001139.png,2363,62056,2700,4561,0.34127671865973425,0.95830502192847,0.04169497807153005,0.6587232813402657,10.129743303571429,0.4667193363618408,0.3942604488195545
dataset\turnpike_0_5fps\input\in001140.jpg,dataset\turnpike_0_5fps\groundtruth\gt001140.png,958,61580,4105,5037,0.1597998331943286,0.9375047575549973,0.062495242445002666,0.8402001668056714,12.75390625,0.189215879913095,0.17326822210164586
dataset\turnpike_0_5fps\input\in001141.jpg,dataset\turnpike_0_5fps\groundtruth\gt001141.png,732,58133,4331,8484,0.07942708333333333,0.9306640625,0.0693359375,0.9205729166666666,17.878069196428573,0.14457831325301204,0.10252818824847677
dataset\turnpike_0_5fps\input\in001142.jpg,dataset\turnpike_0_5fps\groundtruth\gt001142.png,1067,57209,3996,9408,0.10186157517899762,0.9347112164038885,0.06528878359611143,0.8981384248210024,18.699776785714285,0.2107446178155244,0.13734071309048784
dataset\turnpike_0_5fps\input\in001143.jpg,dataset\turnpike_0_5fps\groundtruth\gt001143.png,256,56893,4807,9724,0.02565130260521042,0.9220907617504052,0.07790923824959481,0.9743486973947896,20.272042410714285,0.050562907367173615,0.034035764142790664
dataset\turnpike_0_5fps\input\in001144.jpg,dataset\turnpike_0_5fps\groundtruth\gt001144.png,745,59358,4318,7259,0.09307846076961519,0.9321879515044915,0.06781204849550851,0.9069215392303848,16.150948660714285,0.14714596089275134,0.11402770337491391
dataset\turnpike_0_5fps\input\in001145.jpg,dataset\turnpike_0_5fps\groundtruth\gt001145.png,2164,62698,2899,3919,0.35574552030248235,0.9558059057578853,0.044194094242114734,0.6442544796975177,9.51171875,0.42741457633813945,0.3883007356899336
dataset\turnpike_0_5fps\input\in001146.jpg,dataset\turnpike_0_5fps\groundtruth\gt001146.png,33,57214,5030,9403,0.003497244595167444,0.9191889981363666,0.08081100186363344,0.9965027554048326,20.135323660714285,0.006517874777799724,0.004552038071591145
dataset\turnpike_0_5fps\input\in001147.jpg,dataset\turnpike_0_5fps\groundtruth\gt001147.png,66,62910,4997,3707,0.01749271137026239,0.9264140662965527,0.07358593370344736,0.9825072886297376,12.142857142857142,0.013035749555599448,0.014938886373924853
dataset\turnpike_0_5fps\input\in001148.jpg,dataset\turnpike_0_5fps\groundtruth\gt001148.png,608,61423,4455,5194,0.10479145122371596,0.9323749962051064,0.06762500379489358,0.8952085487762841,13.461216517857142,0.12008690499703734,0.11191900598251264
dataset\turnpike_0_5fps\input\in001149.jpg,dataset\turnpike_0_5fps\groundtruth\gt001149.png,64,60909,4999,5708,0.011088011088011088,0.9241518480305881,0.07584815196941191,0.988911988911989,14.937220982142858,0.012640726841793404,0.011813567143516383
